"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"5371","GO:0015939",1,0.907568006824724,0,3,"pantothenate metabolic process","BP"
"5429","GO:0016063",1,0.847109768939262,0,4,"rhodopsin biosynthetic process","BP"
"5471","GO:0016153",1,0.963827472520632,0,1,"urocanate hydratase activity","MF"
"5473","GO:0016174",1,0.839979866308939,0,5,"NAD(P)H oxidase H2O2-forming activity","MF"
"5477","GO:0016182",1,0.947975081220357,0,1,"synaptic vesicle budding from endosome","BP"
"5478","GO:0016185",1,0.845993698491358,0,4,"synaptic vesicle budding from presynaptic endocytic zone membrane","BP"
"5585","GO:0016403",1,0.970396147632074,0,1,"dimethylargininase activity","MF"
"5595","GO:0016414",1,0.964702206689479,0,1,"O-octanoyltransferase activity","MF"
"5596","GO:0016415",1,0.964702206689479,0,1,"octanoyltransferase activity","MF"
"5606","GO:0016428",1,0.846199519012344,0,5,"tRNA (cytosine-5-)-methyltransferase activity","MF"
"5667","GO:0016557",1,0.908918342656479,0,3,"peroxisome membrane biogenesis","BP"
"5680","GO:0016576",1,0.930080834823966,0,2,NA,NA
"5727","GO:0016653",1,0.872617921593758,0,4,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor","MF"
"5737","GO:0016672",1,0.860294465749656,0,5,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor","MF"
"5805","GO:0016807",1,0.933140454861443,0,2,"cysteine-type carboxypeptidase activity","MF"
"5876","GO:0016926",1,0.868416965013895,0,4,"protein desumoylation","BP"
"5899","GO:0017014",1,0.916024174856218,0,3,"protein nitrosylation","BP"
"6071","GO:0018342",1,0.724938202330956,0,10,"protein prenylation","BP"
"6119","GO:0019034",1,0.911198493997386,0,2,"viral replication complex","CC"
"6199","GO:0019243",1,0.942701958578384,0,2,"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","BP"
"6263","GO:0019474",1,0.937217981837651,0,2,"L-lysine catabolic process to acetyl-CoA","BP"
"6323","GO:0019774",1,0.813884303733778,0,7,"proteasome core complex, beta-subunit complex","CC"
"6395","GO:0019918",1,0.863327985948545,0,4,"peptidyl-arginine methylation, to symmetrical-dimethyl arginine","BP"
"6410","GO:0019961",1,0.965250623350274,0,1,"interferon binding","MF"
"6411","GO:0019964",1,0.965250623350274,0,1,"type II interferon binding","MF"
"6443","GO:0021526",1,0.970396147632074,0,1,"medial motor column neuron differentiation","BP"
"6446","GO:0021530",1,0.970455466356811,0,1,"spinal cord oligodendrocyte cell fate specification","BP"
"6472","GO:0021561",1,0.848219750268918,0,5,"facial nerve development","BP"
"6581","GO:0021815",1,0.95440204840481,0,1,"modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration","BP"
"6582","GO:0021816",1,0.95440204840481,0,1,"extension of a leading process involved in cell motility in cerebral cortex radial glia guided migration","BP"
"6640","GO:0021934",1,0.95226646036277,0,1,"hindbrain tangential cell migration","BP"
"6641","GO:0021935",1,0.95226646036277,0,1,"cerebellar granule cell precursor tangential migration","BP"
"7066","GO:0030552",1,0.707742728122121,0,9,"cAMP binding","MF"
"7093","GO:0030622",1,0.889571993765968,0,3,"U4atac snRNA binding","MF"
"7136","GO:0030708",1,0.717449879850302,0,9,"germarium-derived female germ-line cyst encapsulation","BP"
"7301","GO:0031085",1,0.953486452102297,0,1,"BLOC-3 complex","CC"
"7305","GO:0031089",1,0.93899532896497,0,2,"platelet dense granule lumen","CC"
"7319","GO:0031104",1,0.934948218344749,0,2,"dendrite regeneration","BP"
"7346","GO:0031143",1,0.771080000919681,0,7,"pseudopodium","CC"
"7354","GO:0031166",1,0.853420951379329,0,4,NA,NA
"7358","GO:0031177",1,0.921886769438585,0,3,"phosphopantetheine binding","MF"
"7364","GO:0031209",1,0.794276972226473,0,6,"SCAR complex","CC"
"7367","GO:0031213",1,0.745891077409368,0,9,"RSF complex","CC"
"7395","GO:0031269",1,0.95440204840481,0,1,"pseudopodium assembly","BP"
"7423","GO:0031310",1,0.853420951379329,0,4,NA,NA
"7489","GO:0031428",1,0.851023639733646,0,5,"box C/D RNP complex","CC"
"7551","GO:0031536",1,0.857677596903542,0,5,"positive regulation of exit from mitosis","BP"
"7560","GO:0031554",1,0.940780016608101,0,2,"regulation of termination of DNA-templated transcription","BP"
"7571","GO:0031584",1,0.945162186074313,0,2,"activation of phospholipase D activity","BP"
"7572","GO:0031585",1,0.875171889514974,0,3,"regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity","BP"
"7639","GO:0031699",1,0.966587520947955,0,1,"beta-3 adrenergic receptor binding","MF"
"7669","GO:0031862",1,0.899451889219548,0,2,"prostanoid receptor binding","MF"
"7671","GO:0031870",1,0.946741038814063,0,1,"thromboxane A2 receptor binding","MF"
"7738","GO:0032021",1,0.874226189766883,0,4,"NELF complex","CC"
"7875","GO:0032290",1,0.971830892158772,0,1,"peripheral nervous system myelin formation","BP"
"7976","GO:0032449",1,0.935822246331811,0,2,"CBM complex","CC"
"8101","GO:0032656",1,0.908284208219652,0,3,"regulation of interleukin-13 production","BP"
"8140","GO:0032736",1,0.937858290630537,0,2,"positive regulation of interleukin-13 production","BP"
"8168","GO:0032788",1,0.972604397914434,0,1,"saturated monocarboxylic acid metabolic process","BP"
"8169","GO:0032789",1,0.972604397914434,0,1,"unsaturated monocarboxylic acid metabolic process","BP"
"8187","GO:0032810",1,0.895803746475405,0,2,"sterol response element binding","MF"
"8306","GO:0033029",1,0.953486452102297,0,1,"regulation of neutrophil apoptotic process","BP"
"8307","GO:0033031",1,0.953486452102297,0,1,"positive regulation of neutrophil apoptotic process","BP"
"8332","GO:0033087",1,0.937426491441878,0,2,"negative regulation of immature T cell proliferation","BP"
"8333","GO:0033088",1,0.937426491441878,0,2,"negative regulation of immature T cell proliferation in thymus","BP"
"8397","GO:0033207",1,0.906416897917527,0,3,"beta-1,4-N-acetylgalactosaminyltransferase activity","MF"
"8474","GO:0033514",1,0.937217981837651,0,2,"L-lysine catabolic process to acetyl-CoA via L-pipecolate","BP"
"8528","GO:0033629",1,0.867137231393734,0,4,"negative regulation of cell adhesion mediated by integrin","BP"
"8543","GO:0033678",1,0.791659476113585,0,7,"5'-3' DNA/RNA helicase activity","MF"
"8547","GO:0033682",1,0.791659476113585,0,7,NA,NA
"8589","GO:0034012",1,0.965250623350274,0,1,"FAD-AMP lyase (cyclizing) activity","MF"
"8688","GO:0034235",1,0.9353447580166,0,2,"GPI anchor binding","MF"
"8801","GO:0034465",1,0.773330093801347,0,6,"response to carbon monoxide","BP"
"8888","GO:0034669",1,0.95226646036277,0,1,"integrin alpha4-beta7 complex","CC"
"8893","GO:0034679",1,0.768054480613773,0,6,"integrin alpha9-beta1 complex","CC"
"8983","GO:0035014",1,0.740496978510698,0,8,"phosphatidylinositol 3-kinase regulator activity","MF"
"9158","GO:0035243",1,0.863327985948545,0,4,"protein-arginine omega-N symmetric methyltransferase activity","MF"
"9246","GO:0035363",1,0.856947874205598,0,3,"histone locus body","CC"
"9277","GO:0035442",1,0.89162336599643,0,3,"dipeptide transmembrane transport","BP"
"9298","GO:0035494",1,0.933659439595013,0,2,"SNARE complex disassembly","BP"
"9324","GO:0035547",1,0.76912668190358,0,6,NA,NA
"9325","GO:0035549",1,0.76912668190358,0,6,NA,NA
"9368","GO:0035611",1,0.95440204840481,0,1,"protein branching point deglutamylation","BP"
"9397","GO:0035644",1,0.954534807609399,0,1,"phosphoanandamide dephosphorylation","BP"
"9409","GO:0035674",1,0.847325117321539,0,5,"tricarboxylic acid transmembrane transport","BP"
"9419","GO:0035713",1,0.95682611772484,0,1,"response to nitrogen dioxide","BP"
"9433","GO:0035747",1,0.953486452102297,0,1,"natural killer cell chemotaxis","BP"
"9440","GO:0035754",1,0.953486452102297,0,1,"B cell chemotaxis","BP"
"9452","GO:0035800",1,0.892374837049181,0,3,"deubiquitinase activator activity","MF"
"9454","GO:0035809",1,0.72675890802769,0,9,"regulation of urine volume","BP"
"9456","GO:0035811",1,0.890542099204972,0,3,"negative regulation of urine volume","BP"
"9583","GO:0036062",1,0.702050446380089,0,8,"presynaptic periactive zone","CC"
"9650","GO:0036215",1,0.9335408109709,0,2,"response to stem cell factor","BP"
"9651","GO:0036216",1,0.9335408109709,0,2,"cellular response to stem cell factor stimulus","BP"
"9660","GO:0036251",1,0.756580073746988,0,6,NA,NA
"9680","GO:0036302",1,0.791735229462231,0,6,"atrioventricular canal development","BP"
"9703","GO:0036369",1,0.874528267848823,0,3,"transcription factor catabolic process","BP"
"9792","GO:0038038",1,0.835105030472036,0,4,"G protein-coupled receptor homodimeric complex","CC"
"9908","GO:0042030",1,0.876732401242225,0,3,"ATPase inhibitor activity","MF"
"10000","GO:0042262",1,0.940404477077957,0,2,"DNA protection","BP"
"10063","GO:0042374",1,0.909773362591788,0,3,"phylloquinone metabolic process","BP"
"10064","GO:0042376",1,0.909773362591788,0,3,"phylloquinone catabolic process","BP"
"10149","GO:0042546",1,0.729798458836081,0,7,"cell wall biogenesis","BP"
"10172","GO:0042584",1,0.882061601760619,0,3,"chromaffin granule membrane","CC"
"10186","GO:0042605",1,0.771126571772842,0,8,"peptide antigen binding","MF"
"10230","GO:0042695",1,0.870379370769757,0,4,"thelarche","BP"
"10241","GO:0042714",1,0.852632968173703,0,4,"dosage compensation complex assembly","BP"
"10262","GO:0042748",1,0.965308910875002,0,1,"circadian sleep/wake cycle, non-REM sleep","BP"
"10303","GO:0042816",1,0.863708038569675,0,4,"vitamin B6 metabolic process","BP"
"10314","GO:0042839",1,0.884809169064149,0,4,"D-glucuronate metabolic process","BP"
"10315","GO:0042840",1,0.884809169064149,0,4,"D-glucuronate catabolic process","BP"
"10334","GO:0042938",1,0.89162336599643,0,3,"dipeptide transport","BP"
"10558","GO:0043320",1,0.911399881546736,0,3,"natural killer cell degranulation","BP"
"10577","GO:0043368",1,0.689154539208784,0,10,"positive T cell selection","BP"
"10589","GO:0043385",1,0.906972290054485,0,3,"mycotoxin metabolic process","BP"
"10590","GO:0043387",1,0.906972290054485,0,3,"mycotoxin catabolic process","BP"
"10648","GO:0043504",1,0.795928740262304,0,6,"mitochondrial DNA repair","BP"
"10704","GO:0043584",1,0.703991466729734,0,8,"nose development","BP"
"10716","GO:0043615",1,0.846405912803689,0,4,"astrocyte cell migration","BP"
"10752","GO:0043734",1,0.9098107388633,0,3,"DNA-N1-methyladenine dioxygenase activity","MF"
"10810","GO:0044038",1,0.729798458836081,0,7,"cell wall macromolecule biosynthetic process","BP"
"11004","GO:0044571",1,0.943946411887574,0,2,"[2Fe-2S] cluster assembly","BP"
"11015","GO:0044614",1,0.823647446775065,0,5,"nuclear pore cytoplasmic filaments","CC"
"11017","GO:0044620",1,0.921886769438585,0,3,"ACP phosphopantetheine attachment site binding","MF"
"11018","GO:0044648",1,0.941467870301275,0,2,"histone H3-K4 dimethylation","BP"
"11033","GO:0044725",1,0.970455466356811,0,1,"chromatin reprogramming in the zygote","BP"
"11034","GO:0044727",1,0.970455466356811,0,1,"DNA demethylation of male pronucleus","BP"
"11130","GO:0045075",1,0.699489803971114,0,10,NA,NA
"11171","GO:0045155",1,0.944256217147915,0,2,NA,NA
"11277","GO:0045414",1,0.909981012547358,0,3,NA,NA
"11371","GO:0045625",1,0.913301324558767,0,3,"regulation of T-helper 1 cell differentiation","BP"
"11372","GO:0045627",1,0.913301324558767,0,3,"positive regulation of T-helper 1 cell differentiation","BP"
"11373","GO:0045628",1,0.913301324558767,0,3,"regulation of T-helper 2 cell differentiation","BP"
"11374","GO:0045629",1,0.913301324558767,0,3,"negative regulation of T-helper 2 cell differentiation","BP"
"11389","GO:0045651",1,0.894380056874947,0,3,"positive regulation of macrophage differentiation","BP"
"11448","GO:0045752",1,0.904024241449011,0,2,"positive regulation of Toll signaling pathway","BP"
"11681","GO:0046208",1,0.966587520947955,0,1,"spermine catabolic process","BP"
"11685","GO:0046222",1,0.906972290054485,0,3,"aflatoxin metabolic process","BP"
"11686","GO:0046223",1,0.906972290054485,0,3,"aflatoxin catabolic process","BP"
"11781","GO:0046493",1,0.921886769438585,0,3,"lipid A metabolic process","BP"
"11826","GO:0046592",1,0.966587520947955,0,1,"polyamine oxidase activity","MF"
"12117","GO:0047939",1,0.884809169064149,0,4,"L-glucuronate reductase activity","MF"
"12153","GO:0048042",1,0.890773528709427,0,4,NA,NA
"12177","GO:0048086",1,0.930833636137129,0,2,"negative regulation of developmental pigmentation","BP"
"12195","GO:0048139",1,0.717449879850302,0,9,"female germ-line cyst encapsulation","BP"
"12244","GO:0048247",1,0.953486452102297,0,1,"lymphocyte chemotaxis","BP"
"12297","GO:0048340",1,0.722147795462403,0,9,"paraxial mesoderm morphogenesis","BP"
"12377","GO:0048550",1,0.866532759074278,0,4,"negative regulation of pinocytosis","BP"
"12589","GO:0048895",1,0.971830892158772,0,1,"lateral line nerve glial cell differentiation","BP"
"12590","GO:0048897",1,0.971830892158772,0,1,"myelination of lateral line nerve axons","BP"
"12599","GO:0048923",1,0.940116449011345,0,2,"posterior lateral line neuromast hair cell differentiation","BP"
"12602","GO:0048931",1,0.971830892158772,0,1,"posterior lateral line nerve glial cell differentiation","BP"
"12603","GO:0048932",1,0.971830892158772,0,1,"myelination of posterior lateral line nerve axons","BP"
"12607","GO:0048937",1,0.971830892158772,0,1,"lateral line nerve glial cell development","BP"
"12608","GO:0048938",1,0.971830892158772,0,1,"lateral line nerve glial cell morphogenesis involved in differentiation","BP"
"12609","GO:0048941",1,0.971830892158772,0,1,"posterior lateral line nerve glial cell development","BP"
"12610","GO:0048942",1,0.971830892158772,0,1,"posterior lateral line nerve glial cell morphogenesis involved in differentiation","BP"
"12613","GO:0050031",1,0.937217981837651,0,2,"L-pipecolate oxidase activity","MF"
"12648","GO:0050354",1,0.965250623350274,0,1,"triokinase activity","MF"
"12656","GO:0050432",1,0.89665255933319,0,2,"catecholamine secretion","BP"
"12676","GO:0050613",1,0.965308910875002,0,1,"delta14-sterol reductase activity","MF"
"12716","GO:0050701",1,0.825000150895431,0,5,NA,NA
"12717","GO:0050702",1,0.825000150895431,0,5,NA,NA
"12805","GO:0050855",1,0.758200572614321,0,8,"regulation of B cell receptor signaling pathway","BP"
"12811","GO:0050861",1,0.928150262258366,0,2,"positive regulation of B cell receptor signaling pathway","BP"
"12850","GO:0050913",1,0.796539539978578,0,6,"sensory perception of bitter taste","BP"
"12858","GO:0050926",1,0.707444920108354,0,9,"regulation of positive chemotaxis","BP"
"12859","GO:0050927",1,0.707444920108354,0,9,"positive regulation of positive chemotaxis","BP"
"12922","GO:0051045",1,0.860911132126739,0,4,"negative regulation of membrane protein ectodomain proteolysis","BP"
"12972","GO:0051127",1,0.794276972226473,0,6,"positive regulation of actin nucleation","BP"
"13014","GO:0051192",1,0.921886769438585,0,3,"prosthetic group binding","MF"
"13021","GO:0051204",1,0.83915134809611,0,6,"protein insertion into mitochondrial membrane","BP"
"13056","GO:0051256",1,0.767106428785547,0,7,"mitotic spindle midzone assembly","BP"
"13140","GO:0051400",1,0.757342933799538,0,9,"BH domain binding","MF"
"13143","GO:0051409",1,0.839776644888227,0,5,"response to nitrosative stress","BP"
"13144","GO:0051410",1,0.858032215830596,0,5,"detoxification of nitrogen compound","BP"
"13161","GO:0051450",1,0.891093570419756,0,4,"myoblast proliferation","BP"
"13227","GO:0051596",1,0.942701958578384,0,2,"methylglyoxal catabolic process","BP"
"13463","GO:0052659",1,0.811792428002319,0,5,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity","MF"
"13513","GO:0052904",1,0.966587520947955,0,1,"N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF"
"13571","GO:0055087",1,0.869088497527486,0,3,"Ski complex","CC"
"13608","GO:0060017",1,0.82406004766298,0,6,"parathyroid gland development","BP"
"13661","GO:0060074",1,0.781499644756597,0,7,"synapse maturation","BP"
"13785","GO:0060288",1,0.814670432903532,0,6,"formation of a compartment boundary","BP"
"13803","GO:0060308",1,0.971683030400418,0,1,"GTP cyclohydrolase I regulator activity","MF"
"13924","GO:0060473",1,0.830565227604363,0,6,"cortical granule","CC"
"13984","GO:0060580",1,0.970455466356811,0,1,"ventral spinal cord interneuron fate determination","BP"
"14075","GO:0060744",1,0.870379370769757,0,4,"mammary gland branching involved in thelarche","BP"
"14102","GO:0060789",1,0.877492823827949,0,4,"hair follicle placode formation","BP"
"14141","GO:0060876",1,0.971830892158772,0,1,"semicircular canal formation","BP"
"14142","GO:0060879",1,0.971830892158772,0,1,"semicircular canal fusion","BP"
"14209","GO:0061010",1,0.889610630900817,0,3,"gallbladder development","BP"
"14232","GO:0061043",1,0.922560729579663,0,2,"regulation of vascular wound healing","BP"
"14395","GO:0061392",1,0.756580073746988,0,6,NA,NA
"14396","GO:0061393",1,0.756580073746988,0,6,NA,NA
"14401","GO:0061404",1,0.756580073746988,0,6,NA,NA
"14403","GO:0061416",1,0.756580073746988,0,6,NA,NA
"14405","GO:0061419",1,0.895615933608576,0,3,"positive regulation of transcription from RNA polymerase II promoter in response to hypoxia","BP"
"14410","GO:0061437",1,0.821653765246701,0,5,"renal system vasculature development","BP"
"14413","GO:0061440",1,0.821653765246701,0,5,"kidney vasculature development","BP"
"14445","GO:0061549",1,0.931733589185283,0,2,"sympathetic ganglion development","BP"
"14447","GO:0061551",1,0.824434616091394,0,5,"trigeminal ganglion development","BP"
"14495","GO:0061646",1,0.952510262157858,0,1,"positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization","BP"
"14499","GO:0061654",1,0.972064988877688,0,1,"NEDD8 conjugating enzyme activity","MF"
"14524","GO:0061727",1,0.942701958578384,0,2,"methylglyoxal catabolic process to lactate","BP"
"14629","GO:0070004",1,0.933140454861443,0,2,"cysteine-type exopeptidase activity","MF"
"14637","GO:0070025",1,0.962360118726218,0,1,"carbon monoxide binding","MF"
"14638","GO:0070026",1,0.962360118726218,0,1,"nitric oxide binding","MF"
"14744","GO:0070242",1,0.844077260737571,0,5,"thymocyte apoptotic process","BP"
"14820","GO:0070390",1,0.868873065633703,0,4,"transcription export complex 2","CC"
"14929","GO:0070589",1,0.729798458836081,0,7,"cellular component macromolecule biosynthetic process","BP"
"14999","GO:0070761",1,0.800376414577989,0,7,"pre-snoRNP complex","CC"
"15103","GO:0070966",1,0.896718371593618,0,3,"nuclear-transcribed mRNA catabolic process, no-go decay","BP"
"15162","GO:0071073",1,0.792472510162589,0,6,"positive regulation of phospholipid biosynthetic process","BP"
"15206","GO:0071225",1,0.954534807609399,0,1,"cellular response to muramyl dipeptide","BP"
"15207","GO:0071226",1,0.928485953586393,0,2,"cellular response to molecule of fungal origin","BP"
"15332","GO:0071439",1,0.874772313296979,0,3,"clathrin complex","CC"
"15335","GO:0071442",1,0.859084940797684,0,4,"positive regulation of histone H3-K14 acetylation","BP"
"15394","GO:0071529",1,0.933102187891401,0,2,"cementum mineralization","BP"
"15463","GO:0071661",1,0.954534807609399,0,1,"regulation of granzyme B production","BP"
"15464","GO:0071663",1,0.954534807609399,0,1,"positive regulation of granzyme B production","BP"
"15498","GO:0071718",1,0.907611152122026,0,3,"sodium-independent icosanoid transport","BP"
"15499","GO:0071720",1,0.907611152122026,0,3,"sodium-independent prostaglandin transport","BP"
"15582","GO:0071908",1,0.97293252233908,0,1,"determination of intestine left/right asymmetry","BP"
"15584","GO:0071916",1,0.89162336599643,0,3,"dipeptide transmembrane transporter activity","MF"
"15585","GO:0071920",1,0.928160776409187,0,2,"cleavage body","CC"
"15624","GO:0072010",1,0.661245672235429,0,10,"glomerular epithelium development","BP"
"15640","GO:0072038",1,0.939380214404032,0,2,"mesenchymal stem cell maintenance involved in nephron morphogenesis","BP"
"15766","GO:0072310",1,0.661245672235429,0,10,"glomerular epithelial cell development","BP"
"15767","GO:0072311",1,0.661245672235429,0,10,"glomerular epithelial cell differentiation","BP"
"15872","GO:0072572",1,0.939119824869364,0,2,"poly-ADP-D-ribose binding","MF"
"15908","GO:0072672",1,0.953486452102297,0,1,"neutrophil extravasation","BP"
"15973","GO:0080132",1,0.939812752336442,0,2,"fatty acid alpha-hydroxylase activity","MF"
"16046","GO:0090032",1,0.694151478452595,0,9,"negative regulation of steroid hormone biosynthetic process","BP"
"16094","GO:0090113",1,0.87515999230765,0,4,NA,NA
"16117","GO:0090152",1,0.913916833076151,0,3,"establishment of protein localization to mitochondrial membrane involved in mitochondrial fission","BP"
"16206","GO:0090280",1,0.673936708241322,0,10,"positive regulation of calcium ion import","BP"
"16208","GO:0090283",1,0.889877176695057,0,3,NA,NA
"16407","GO:0097070",1,0.906181034796807,0,3,"ductus arteriosus closure","BP"
"16445","GO:0097152",1,0.907072314861181,0,3,"mesenchymal cell apoptotic process","BP"
"16458","GO:0097168",1,0.939380214404032,0,2,"mesenchymal stem cell proliferation","BP"
"16479","GO:0097202",1,0.826559527744279,0,6,"activation of cysteine-type endopeptidase activity","BP"
"16494","GO:0097231",1,0.965308910875002,0,1,"cell motility in response to calcium ion","BP"
"16527","GO:0097309",1,0.95948635221234,0,1,"cap1 mRNA methylation","BP"
"16545","GO:0097354",1,0.724938202330956,0,10,"prenylation","BP"
"16561","GO:0097381",1,0.79902696496445,0,6,"photoreceptor disc membrane","CC"
"16569","GO:0097411",1,0.929638088136407,0,2,"hypoxia-inducible factor-1alpha signaling pathway","BP"
"16587","GO:0097449",1,0.738908303342845,0,8,"astrocyte projection","CC"
"16628","GO:0097539",1,0.7675376120105,0,6,"ciliary transition fiber","CC"
"16701","GO:0097744",1,0.907611152122026,0,3,"renal urate salt excretion","BP"
"16807","GO:0098749",1,0.965250623350274,0,1,"cerebellar neuron development","BP"
"16813","GO:0098760",1,0.794981523767308,0,5,"response to interleukin-7","BP"
"16814","GO:0098761",1,0.794981523767308,0,5,"cellular response to interleukin-7","BP"
"16851","GO:0098830",1,0.947975081220357,0,1,"presynaptic endosome","CC"
"16912","GO:0098943",1,0.947975081220357,0,1,"neurotransmitter receptor transport, postsynaptic endosome to lysosome","BP"
"16927","GO:0098976",1,0.905678628148194,0,2,"excitatory chemical synaptic transmission","BP"
"17268","GO:1900107",1,0.772334868080163,0,8,"regulation of nodal signaling pathway","BP"
"17304","GO:1900165",1,0.865489872997452,0,4,NA,NA
"17346","GO:1900272",1,0.809662142641416,0,6,"negative regulation of long-term synaptic potentiation","BP"
"17451","GO:1901092",1,0.971683030400418,0,1,"positive regulation of protein tetramerization","BP"
"17455","GO:1901097",1,0.90985463250912,0,2,"negative regulation of autophagosome maturation","BP"
"17508","GO:1901269",1,0.921886769438585,0,3,"lipooligosaccharide metabolic process","BP"
"17509","GO:1901271",1,0.921886769438585,0,3,"lipooligosaccharide biosynthetic process","BP"
"17519","GO:1901304",1,0.966587520947955,0,1,"regulation of spermidine biosynthetic process","BP"
"17520","GO:1901307",1,0.966587520947955,0,1,"positive regulation of spermidine biosynthetic process","BP"
"17544","GO:1901376",1,0.906972290054485,0,3,"organic heteropentacyclic compound metabolic process","BP"
"17545","GO:1901377",1,0.906972290054485,0,3,"organic heteropentacyclic compound catabolic process","BP"
"17560","GO:1901421",1,0.866930400520985,0,4,"positive regulation of response to alcohol","BP"
"17582","GO:1901537",1,0.784524258599116,0,5,"positive regulation of DNA demethylation","BP"
"17641","GO:1901662",1,0.909773362591788,0,3,"quinone catabolic process","BP"
"17664","GO:1901702",1,0.907611152122026,0,3,"salt transmembrane transporter activity","MF"
"17713","GO:1901896",1,0.921395192225563,0,2,"positive regulation of ATPase-coupled calcium transmembrane transporter activity","BP"
"17775","GO:1902071",1,0.942760782808288,0,2,"regulation of hypoxia-inducible factor-1alpha signaling pathway","BP"
"17928","GO:1902523",1,0.954534807609399,0,1,"positive regulation of protein K63-linked ubiquitination","BP"
"17990","GO:1902686",1,0.798484385531165,0,7,"mitochondrial outer membrane permeabilization involved in programmed cell death","BP"
"18013","GO:1902744",1,0.867927424727292,0,4,"negative regulation of lamellipodium organization","BP"
"18032","GO:1902809",1,0.874167103448891,0,4,"regulation of skeletal muscle fiber differentiation","BP"
"18188","GO:1903179",1,0.896467256041812,0,3,"regulation of dopamine biosynthetic process","BP"
"18189","GO:1903181",1,0.896467256041812,0,3,"positive regulation of dopamine biosynthetic process","BP"
"18217","GO:1903236",1,0.95226646036277,0,1,"regulation of leukocyte tethering or rolling","BP"
"18218","GO:1903238",1,0.95226646036277,0,1,"positive regulation of leukocyte tethering or rolling","BP"
"18265","GO:1903349",1,0.906419698762004,0,3,"omegasome membrane","CC"
"18281","GO:1903377",1,0.841652298834092,0,5,"negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","BP"
"18283","GO:1903379",1,0.884943238262258,0,3,"regulation of mitotic chromosome condensation","BP"
"18366","GO:1903564",1,0.753729716932108,0,7,"regulation of protein localization to cilium","BP"
"18395","GO:1903626",1,0.887328103973232,0,3,"positive regulation of DNA catabolic process","BP"
"18513","GO:1903899",1,0.857267310870678,0,5,"positive regulation of PERK-mediated unfolded protein response","BP"
"18632","GO:1904220",1,0.881121561907819,0,4,"regulation of serine C-palmitoyltransferase activity","BP"
"18658","GO:1904274",1,0.968504086504272,0,1,"tricellular tight junction assembly","BP"
"18674","GO:1904338",1,0.714250041977594,0,10,"regulation of dopaminergic neuron differentiation","BP"
"18759","GO:1904527",1,0.95226646036277,0,1,"negative regulation of microtubule binding","BP"
"18856","GO:1904734",1,0.974703482159509,0,1,"positive regulation of electron transfer activity","BP"
"18879","GO:1904779",1,0.787058708614526,0,7,"regulation of protein localization to centrosome","BP"
"18962","GO:1904960",1,0.974703482159509,0,1,"positive regulation of cytochrome-c oxidase activity","BP"
"18965","GO:1904970",1,0.912998440178961,0,2,"brush border assembly","BP"
"19041","GO:1905169",1,0.910078083031793,0,3,"regulation of protein localization to phagocytic vesicle","BP"
"19042","GO:1905171",1,0.910078083031793,0,3,"positive regulation of protein localization to phagocytic vesicle","BP"
"19215","GO:1905627",1,0.971683030400418,0,1,"regulation of serotonin biosynthetic process","BP"
"19228","GO:1905672",1,0.967349777850368,0,1,"negative regulation of lysosome organization","BP"
"19258","GO:1905796",1,0.914092653830344,0,2,"regulation of intraciliary anterograde transport","BP"
"19259","GO:1905798",1,0.914092653830344,0,2,"positive regulation of intraciliary anterograde transport","BP"
"19261","GO:1905801",1,0.914092653830344,0,2,"positive regulation of intraciliary retrograde transport","BP"
"19355","GO:1990074",1,0.948796015022521,0,1,"polyuridylation-dependent mRNA catabolic process","BP"
"19409","GO:1990264",1,0.935633256453942,0,2,"peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","BP"
"19428","GO:1990390",1,0.965250623350274,0,1,"protein K33-linked ubiquitination","BP"
"19446","GO:1990441",1,0.911024807237651,0,3,"negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","BP"
"19458","GO:1990462",1,0.906419698762004,0,3,"omegasome","CC"
"19483","GO:1990583",1,0.945200504804215,0,2,"phospholipase D activator activity","MF"
"19496","GO:1990621",1,0.908849374582144,0,3,"ESCRT IV complex","CC"
"19520","GO:1990723",1,0.967349777850368,0,1,"cytoplasmic periphery of the nuclear pore complex","CC"
"19536","GO:1990771",1,0.95226646036277,0,1,"clathrin-dependent extracellular exosome endocytosis","BP"
"19569","GO:1990859",1,0.882232044760594,0,4,"cellular response to endothelin","BP"
"19592","GO:1990932",1,0.943706537158605,0,2,"5.8S rRNA binding","MF"
"19615","GO:2000016",1,0.969948613631336,0,1,"negative regulation of determination of dorsal identity","BP"
"19674","GO:2000124",1,0.911909670320557,0,3,"regulation of endocannabinoid signaling pathway","BP"
"19690","GO:2000158",1,0.892374837049181,0,3,"positive regulation of ubiquitin-specific protease activity","BP"
