gene_id,A_R1_001.bam.gtf,B_R1_001.bam.gtf,C_R1_001.bam.gtf,D_R1_001.bam.gtf,E_R1_001.bam.gtf,F_R1_001.bam.gtf,G_R1_001.bam.gtf,H_R1_001.bam.gtf,L_R1_001.bam.gtf,M_R1_001.bam.gtf,N_R1_001.bam.gtf
STRG.3646,51,42,48,33,57,43,59,42,60,45,5
STRG.3647,55,69,112,84,53,82,53,59,81,51,12
STRG.14508,394,349,1634,1526,493,657,399,471,414,672,260
STRG.14509,1131,940,563,612,1037,552,865,1011,637,1125,445
Pocillopora_acuta_HIv2___RNAseq.g18526.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.14500,301,301,185,292,273,251,285,246,256,238,53
STRG.14501,76,111,165,92,91,104,66,112,79,181,55
STRG.14502,155,360,44,38,141,218,164,163,163,158,84
STRG.14503,313,489,69,53,191,246,227,384,259,258,122
STRG.14504,313,357,406,403,291,427,348,354,264,472,102
STRG.14505,1440,1802,1454,1585,1497,1326,1692,1422,1077,1357,333
STRG.14506,213,212,184,202,264,148,197,209,138,207,51
STRG.14507,914,789,1663,1024,1155,734,999,978,1218,855,283
STRG.15679,34,39,43,48,41,19,101,58,20,42,0
STRG.15678,105,54,83,80,123,53,137,51,82,58,76
STRG.8858,62,92,76,118,79,74,22,94,70,95,43
STRG.8859,315,509,349,336,304,452,167,410,267,373,99
STRG.7888,25,19,16,25,52,36,12,33,91,22,46
STRG.7889,303,249,202,300,272,243,420,292,254,305,128
STRG.15671,10,0,0,4,0,0,11,0,11,0,0
STRG.8855,5,4,2,2,18,23,0,7,7,7,13
STRG.15673,43,15,29,24,17,24,33,16,30,24,5
STRG.15672,31,22,38,29,29,23,35,23,17,27,15
STRG.7882,13,186,78,43,45,77,108,82,21,61,10
STRG.8851,1224,1101,1053,1144,1133,804,744,962,892,856,484
STRG.7880,845,831,1070,1242,943,1045,1004,965,809,954,297
STRG.7881,14518,19739,13980,17282,19875,17361,19361,18064,15243,16355,20942
STRG.20122,337,397,310,327,313,530,451,349,614,361,159
STRG.12902,15,15,9,33,0,22,2,11,14,13,13
STRG.12903,1919,2319,2752,3121,2056,1896,1753,2450,1756,1637,741
STRG.12900,201,406,50,159,383,397,78,377,379,234,110
STRG.12901,6,18,6,41,0,6,14,11,18,21,1
STRG.12906,1947,2213,1733,1604,2225,1720,2475,1712,1990,2189,606
STRG.12907,595,837,2620,1806,894,952,1014,593,577,859,403
STRG.12904,2841,3627,3282,3040,3916,2470,3153,2984,2387,2962,1585
STRG.12905,644,606,533,427,612,380,617,659,564,556,449
STRG.12908,169,272,570,369,244,223,353,259,250,287,75
STRG.12909,247,173,76,136,149,209,117,132,159,171,66
STRG.15082,1158,1210,1863,1795,1087,1315,1134,1350,1236,1495,485
STRG.6689,2864,3521,2553,2081,3597,2562,3421,3204,2982,2917,1354
STRG.6688,243,152,99,116,211,187,220,274,281,239,95
STRG.6683,202,206,206,187,228,195,222,208,256,199,33
STRG.6682,187,200,233,230,187,189,251,185,245,194,31
STRG.6681,615,1257,608,880,904,1089,961,800,612,710,209
STRG.6680,224,162,131,26,187,68,294,64,279,294,189
STRG.6687,68,29,35,6,36,9,0,23,42,32,21
STRG.6686,1121,485,808,962,823,752,1203,706,1292,978,214
STRG.6685,2472,1884,420,479,2336,908,2839,2262,2769,1874,813
STRG.6684,4,0,19,12,6,6,4,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g14953.t1,0,0,9,0,0,0,0,0,0,0,0
STRG.2599,543,670,743,567,883,489,666,820,615,642,152
STRG.2598,535,632,74,82,642,286,516,543,541,464,128
STRG.2593,1,0,2,0,4,4,2,1,3,4,5
STRG.2592,27,11,20,19,16,15,24,22,16,16,11
STRG.2591,2,0,0,0,0,0,0,0,0,0,0
STRG.2590,57,77,3,10,45,29,50,70,54,29,0
STRG.2597,168,147,66,53,121,88,153,70,148,169,37
STRG.2596,595,850,829,726,830,718,774,723,857,779,243
STRG.2595,24,4,2,0,6,0,27,0,8,3,10
STRG.2594,2,1,6,0,4,2,5,1,0,1,10
STRG.15080,21,17,28,52,29,52,52,46,21,62,7
Pocillopora_acuta_HIv2___RNAseq.g18820.t1,0,0,4,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22928.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.20126,5029,5356,3892,4642,6489,4516,5395,5734,6008,5152,1402
STRG.19580,11,13,14,12,9,10,47,10,17,9,2
STRG.17743,100,86,96,95,175,84,115,84,99,85,50
STRG.17742,32,62,40,32,60,60,46,15,57,43,32
STRG.17741,25,14,32,17,29,20,27,27,39,8,13
STRG.17740,349,408,321,378,427,329,473,357,443,390,115
STRG.17747,6,0,3,13,9,13,21,2,9,9,0
STRG.17746,13,4,0,21,12,5,4,25,22,5,10
STRG.17745,37,23,35,47,23,27,39,33,33,32,38
STRG.17744,76,0,47,0,0,0,42,50,0,0,0
STRG.17749,178,79,45,31,149,154,62,57,287,41,120
STRG.17748,135,145,131,114,153,98,135,119,208,64,52
STRG.1484,21,7,21,14,30,13,23,21,25,17,16
STRG.1485,82,164,101,47,98,54,108,90,66,49,11
STRG.1486,9,5,0,14,10,4,17,37,17,19,0
STRG.1487,20,0,6,0,11,0,18,10,17,12,0
STRG.1480,16,13,35,38,5,10,5,10,14,0,6
STRG.1481,4655,5121,7076,6644,5913,5520,5330,4977,6089,4598,3458
STRG.1482,277,358,298,231,430,448,378,400,415,489,52
STRG.1483,13,25,9,10,21,4,25,9,23,8,0
Pocillopora_acuta_HIv2___RNAseq.g24753.t1,0,0,0,0,0,0,4,0,0,0,0
STRG.1488,26,13,19,27,27,0,13,0,16,13,19
STRG.1489,1,4,2,2,3,9,5,3,2,8,4
STRG.19811,320,385,343,329,280,336,301,339,348,245,86
STRG.5904,180,166,1911,1106,325,508,1045,175,225,561,33
STRG.19813,438,463,796,730,580,455,425,458,522,439,330
STRG.19812,320,174,363,303,275,184,200,175,211,197,120
STRG.5901,1783,2212,1032,1234,2798,1549,2479,3230,1969,2185,705
STRG.19814,5,0,0,0,0,0,0,0,0,0,20
STRG.5903,2,10,3,4,6,2,7,6,3,1,0
STRG.5902,10732,12794,9447,7240,14203,5697,12592,13649,12236,10822,2387
STRG.19819,69,66,111,87,108,70,41,79,59,123,33
STRG.19818,161,180,303,231,254,205,206,188,124,186,87
STRG.17800,5,0,0,0,0,0,0,0,0,0,0
STRG.5909,15,9,39,45,16,52,51,10,14,40,20
STRG.5908,26,27,1,0,33,7,49,28,33,21,11
STRG.16512,973,1399,1419,1409,1237,1145,1301,1165,1022,1090,479
Pocillopora_acuta_HIv2___RNAseq.g14530.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g820.t1,0,0,0,1,0,0,0,0,0,0,0
STRG.13743,168,184,243,293,200,199,161,229,272,236,171
STRG.16514,3164,3451,3815,3815,3431,3345,2914,3319,3967,3392,2440
STRG.13741,577,975,2278,1393,1110,1004,1234,755,867,961,369
STRG.17801,200,408,471,393,256,380,305,291,263,355,107
STRG.13740,791,776,670,691,783,817,705,876,706,753,365
Pocillopora_acuta_HIv2___RNAseq.g1106.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g1620.t1,0,12,0,14,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g15812.t1a,0,0,0,0,1,0,0,0,0,0,0
STRG.10430,125,114,158,140,128,88,121,88,109,103,47
STRG.10431,388,468,387,392,406,452,418,464,479,394,99
STRG.10432,1388,2231,1647,1581,2016,1577,1497,1819,1582,1530,607
STRG.10433,442,365,321,288,542,260,537,290,350,528,178
STRG.10434,15,8,24,8,44,14,13,10,21,5,0
STRG.10435,145,64,89,90,55,95,105,61,87,113,54
STRG.23979,110,152,60,50,67,121,36,73,83,44,62
STRG.10437,174,250,168,156,129,273,242,217,212,217,27
STRG.23977,26,2,0,0,0,2,0,0,0,0,3
STRG.23976,1,6,0,2,0,2,0,11,0,0,0
STRG.23975,1400,1178,946,1087,1507,997,1227,1420,1222,1124,699
STRG.23974,436,372,410,384,460,285,566,305,543,358,404
STRG.23973,35,25,6,7,13,34,4,27,26,20,8
STRG.23972,319,256,257,294,216,254,289,195,239,183,202
STRG.23971,224,320,220,167,185,219,287,159,189,171,61
STRG.23970,361,532,646,466,515,436,495,444,443,507,166
STRG.888,259,358,360,341,296,293,328,313,213,175,173
STRG.889,192,290,227,216,147,258,305,190,252,228,73
STRG.18148,8,0,6,0,5,1,0,0,6,0,3
STRG.18149,1098,949,3801,3292,1004,1968,1663,990,1057,1393,317
STRG.882,10,12,20,14,10,14,21,8,7,11,3
STRG.883,1952,11664,2232,2775,2453,9572,12227,4136,1828,2883,598
STRG.18146,150,141,293,216,171,194,159,257,171,258,32
STRG.18147,32,35,234,131,19,82,81,14,22,85,7
STRG.18140,80,81,689,545,140,271,293,38,94,251,81
STRG.18141,84,83,102,91,147,130,56,81,79,115,52
STRG.884,65,91,9,8,120,20,110,68,51,56,23
STRG.885,33,26,29,9,33,35,35,14,24,28,0
Pocillopora_acuta_HIv2___RNAseq.g2627.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15837,3,4,5,3,2,3,3,1,2,6,0
Pocillopora_acuta_HIv2___RNAseq.g23504.t1,0,0,0,0,1,2,1,1,2,1,1
Pocillopora_acuta_HIv2___TS.g29597.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.11056,24,14,0,0,22,4,49,0,30,82,0
STRG.15088,40,38,8,40,42,14,59,30,49,62,16
Pocillopora_acuta_HIv2___RNAseq.g1.t1,0,0,0,0,0,0,0,0,2,6,11
STRG.22599,17,0,16,7,3,4,0,0,12,0,0
Pocillopora_acuta_HIv2___RNAseq.g1294.t1,0,0,0,5,0,0,0,4,7,6,0
STRG.22592,126,101,125,154,79,87,69,31,78,67,55
STRG.22593,65,67,85,84,80,61,57,53,69,63,93
STRG.22590,30,16,4,8,42,22,26,15,40,15,7
Pocillopora_acuta_HIv2___TS.g31445.t1,0,0,4,0,0,4,0,3,0,0,0
STRG.22596,4,4,2,2,2,3,2,3,4,4,7
STRG.22597,12,25,15,20,16,5,12,0,0,0,8
STRG.22594,11,0,0,7,5,5,5,0,7,0,0
STRG.22595,4,4,1,4,4,3,2,3,4,4,9
STRG.16599,8,7,7,14,62,7,27,18,6,10,7
STRG.16598,8,0,0,0,24,0,7,35,14,7,0
STRG.16591,329,263,544,461,346,332,284,228,265,249,75
STRG.16590,2872,3917,2545,2525,2954,3102,3359,2945,2823,3022,668
Pocillopora_acuta_HIv2___RNAseq.g23257.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.16592,1157,1333,1193,1224,1606,1157,1503,1129,1496,1215,1888
STRG.16595,431,541,397,326,478,388,399,422,512,438,74
STRG.16594,22,20,22,11,9,10,23,13,42,11,8
STRG.16597,9,8,0,10,19,0,0,10,14,4,5
STRG.16596,124,90,66,155,109,108,99,64,52,81,157
STRG.10298,30,45,9,5,15,13,12,15,9,14,24
STRG.10299,33,16,0,12,0,0,32,38,26,12,20
STRG.10294,47,52,0,0,32,25,37,28,25,17,0
STRG.10295,75,76,8,10,60,84,50,56,70,51,34
STRG.10296,2,3,0,0,0,2,0,2,8,0,4
STRG.10297,8,0,0,0,8,0,0,0,0,0,0
STRG.10290,5,5,0,0,7,3,5,0,0,9,0
STRG.10291,57,22,47,31,34,17,23,46,22,22,19
STRG.10292,394,371,347,296,365,251,449,442,308,348,70
STRG.10293,2771,4383,2982,2666,2935,5222,2990,3304,3927,3108,1400
Pocillopora_acuta_HIv2___RNAseq.g18798.t1,0,0,7,0,0,0,0,0,0,0,4
STRG.20998,194,199,276,187,18,289,159,88,400,80,66
STRG.20999,274,219,200,185,209,149,213,172,238,157,128
STRG.20994,30,53,0,0,42,3,165,16,40,5,13
STRG.20995,2117,2756,1382,807,2014,2284,2484,1566,1197,2147,403
STRG.20996,11746,12831,200,187,16862,4784,12027,9284,8061,11689,5283
STRG.20997,2,0,4,4,1,2,1,2,2,3,0
STRG.20990,2,10,2,14,2,1,0,3,4,3,2
STRG.20991,3,0,17,19,2,13,9,4,4,5,0
STRG.20992,14,6,11,20,0,13,12,4,2,4,5
STRG.20993,16,5,317,250,34,109,60,6,4,52,8
STRG.11741,370,478,681,595,461,355,430,463,399,368,233
STRG.11740,365,401,628,636,275,386,397,369,379,386,149
STRG.11743,406,365,534,412,525,463,308,379,420,455,523
STRG.11742,204,235,233,247,237,261,223,195,236,198,92
STRG.22628,65,46,3,18,72,11,39,33,134,43,121
STRG.22629,12,13,0,13,8,24,0,0,10,0,26
STRG.11747,899,372,1147,693,479,635,1109,403,1146,891,236
STRG.11746,588,929,924,766,1019,601,845,837,772,664,367
STRG.11749,70,5942,94,26,37,1341,178,1388,82,52,97
STRG.22625,279,234,216,239,162,248,125,165,271,141,203
STRG.22626,5,4,7,0,8,0,4,8,4,3,2
STRG.22627,6,18,0,0,20,13,20,11,35,12,18
STRG.22620,43,17,17,13,14,26,7,14,43,9,15
STRG.22621,132,184,239,174,211,182,214,234,205,145,521
STRG.22622,5,0,0,0,0,0,0,1,0,0,0
STRG.22623,272,210,277,234,229,270,193,205,396,178,145
Pocillopora_acuta_HIv2___RNAseq.g29217.t1,0,0,1,0,0,0,1,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27527.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21718.t1,0,0,0,0,0,0,3,0,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g30782.t1,0,3,62,44,13,12,8,3,0,0,0
STRG.20919,1350,1162,1188,952,1211,984,1287,945,1404,1088,861
STRG.20666,26,17,18,14,11,4,8,0,15,21,0
STRG.20667,69,55,60,35,83,41,56,57,140,63,33
STRG.20664,833,624,687,640,629,938,600,708,923,686,111
STRG.20665,97,90,45,64,36,32,98,29,43,29,41
STRG.20662,624,855,821,797,756,752,675,710,632,461,353
STRG.20663,241,191,76,106,244,170,177,217,192,261,70
STRG.20660,15,24,39,20,39,21,43,21,39,12,8
STRG.20661,251,372,291,337,245,346,159,260,267,186,170
Pocillopora_acuta_HIv2___RNAseq.g15063.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.4529,7,12,14,20,7,6,16,11,8,13,6
STRG.20669,1082,1152,11972,7521,1639,3236,2368,910,1297,2398,471
Pocillopora_acuta_HIv2___RNAseq.g7248.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16676.t1c,0,6,0,3,0,1,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g483.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15635.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6499.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15830,724,905,1013,672,1118,791,1038,807,950,1011,179
STRG.5323,804,1167,1101,862,1023,987,1051,953,1054,872,327
Pocillopora_acuta_HIv2___TS.g17920.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g481.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.3044_t,0,0,7,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g29261.t1,0,0,0,0,0,0,17,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28524.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15969,146,118,162,139,167,128,107,108,192,104,49
STRG.15968,38,75,44,34,31,29,49,65,80,37,16
STRG.3423,319,151,80,55,193,152,233,145,196,306,146
STRG.19236,1,2,3,0,0,0,50,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8367.t1,0,4,0,0,0,0,0,0,0,3,0
STRG.19231,3,0,46,23,3,12,0,0,0,10,0
STRG.6989,88,73,115,121,68,70,45,72,125,61,24
Pocillopora_acuta_HIv2___RNAseq.g23549.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20198.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15960,18,0,0,8,0,0,0,0,16,0,0
STRG.6986,1423,1713,2118,2286,1748,1414,1527,1391,2031,1526,4452
STRG.15962,3,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24287.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15965,110,123,57,28,91,38,128,98,90,89,42
STRG.6981,2828,4873,2282,2392,3374,3142,3282,3249,2695,3061,1064
STRG.6982,57,55,678,703,77,279,206,23,52,119,0
Pocillopora_acuta_HIv2___RNAseq.g10044.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.6983,626,963,720,669,893,1059,708,934,768,730,188
Pocillopora_acuta_HIv2___RNAseq.g14722.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.23506,928,1392,999,864,1188,1121,918,987,1446,938,638
STRG.23507,5783,7218,6351,5264,8376,4797,5847,5860,6037,5087,1997
STRG.23504,40410,44549,81210,77838,49646,60121,46030,45488,39279,47561,40451
STRG.23505,1051,2006,1645,1655,1735,1703,1659,1455,1502,1422,561
STRG.23502,1267,1092,648,661,1227,876,941,838,1462,1224,214
STRG.23503,567,450,536,437,432,326,455,524,342,421,213
STRG.23500,65,117,33,14,41,84,58,80,111,62,60
STRG.23501,1355,1526,2247,1982,1581,1425,1461,1293,1592,1201,1156
Pocillopora_acuta_HIv2___RNAseq.g19816.t1a,0,0,0,0,0,0,0,0,0,0,0
STRG.23508,425,463,257,247,336,274,392,287,491,452,112
STRG.23509,868,896,3786,2436,1183,1239,1541,603,844,646,315
Pocillopora_acuta_HIv2___RNAseq.g524.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.2218,2200,1758,1693,1693,1790,2003,1531,2253,2484,1921,559
STRG.2219,317,182,240,239,208,186,214,202,268,212,147
STRG.15735,42,20,79,34,35,20,25,19,32,15,21
STRG.17754,786,768,3011,2231,919,1423,1497,1179,1062,1347,418
STRG.17755,171,199,184,163,150,164,281,318,260,131,108
Pocillopora_acuta_HIv2___RNAseq.g25571.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.2216,119,82,240,147,55,115,127,34,136,65,98
STRG.18809,63,63,9,12,73,37,112,42,40,158,9
STRG.18808,75,13,79,99,66,73,90,74,114,96,35
STRG.17757,498,449,344,326,332,272,604,766,570,406,276
STRG.18801,312,298,62,83,79,119,121,148,255,105,39
STRG.18800,340,355,20,63,69,215,110,205,216,80,55
STRG.18803,154,78,43,35,65,90,64,83,99,65,66
STRG.18802,5,14,9,19,24,11,29,4,42,16,0
STRG.18805,144,108,201,171,152,91,111,113,154,106,67
Pocillopora_acuta_HIv2___RNAseq.g21175.t1,0,0,13,16,0,4,0,0,0,0,0
STRG.18807,2657,3262,2107,2780,3557,4164,3695,3983,3432,3357,748
STRG.18806,3,4,9,9,0,5,0,4,11,10,0
Pocillopora_acuta_HIv2___RNAseq.g8608.t1,0,0,7,10,0,0,0,0,3,2,2
STRG.2212,571,697,538,251,721,384,640,384,378,566,129
STRG.17753,166,277,620,500,414,391,519,554,397,480,95
Pocillopora_acuta_HIv2___RNAseq.g21642.t2b,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g764.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2984.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24320.t1,0,0,0,0,0,0,5,0,0,0,0
STRG.4443,236,251,413,343,350,249,297,206,292,225,166
STRG.9237,871,572,988,668,912,790,1055,730,1166,896,470
STRG.19803,32,53,124,74,26,35,32,28,20,18,0
Pocillopora_acuta_HIv2___TS.g8706.t1a,0,5,3,0,10,0,0,0,4,0,5
STRG.19800,15,9,26,17,17,21,24,12,18,14,12
STRG.5797,28,0,20,32,23,0,31,10,27,37,0
STRG.5974,18072,19720,29950,29324,23056,19481,20656,16646,15430,18556,15174
STRG.9232,22,26,29,31,17,20,13,20,34,11,0
STRG.5792,1,1,0,0,0,0,0,2,2,0,0
STRG.19805,176,233,125,111,218,161,263,199,272,164,71
Pocillopora_acuta_HIv2___RNAseq.g9405.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.7281,96,149,87,56,121,117,165,101,102,93,62
STRG.5664,428,656,130,159,674,376,594,520,326,590,98
Pocillopora_acuta_HIv2___RNAseq.g8611.t1,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g18186.t1,0,0,0,3,2,0,2,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3224.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g30236.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g28773.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18844.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.78,369,274,204,263,347,344,280,274,418,305,129
STRG.79,78,79,70,142,107,95,105,51,84,87,21
STRG.70,943,1042,2233,1971,1314,1361,987,1037,1216,1111,1284
STRG.71,128,101,75,110,92,151,161,137,117,136,33
STRG.72,301,330,468,442,318,314,283,231,298,257,1039
STRG.73,548,820,539,672,843,793,842,924,641,809,333
STRG.74,19050,16692,10558,11875,16804,14267,15053,15153,15382,13837,8007
STRG.75,11490,10170,13408,11056,14132,9104,11599,9188,13212,9641,8970
STRG.76,51,108,72,84,29,165,26,148,89,49,28
STRG.77,15,8,6,0,0,40,0,33,8,0,11
STRG.11844,246,219,371,261,280,331,312,278,297,302,52
STRG.11842,5,5,5,0,8,0,35,6,8,8,10
Pocillopora_acuta_HIv2___TS.g14780.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17551.t1,0,0,0,0,3,0,363,2,0,0,13
Pocillopora_acuta_HIv2___RNAseq.16008_t,0,0,0,0,0,0,2,0,0,0,0
STRG.19225,247,201,150,189,213,165,232,151,212,249,43
Pocillopora_acuta_HIv2___RNAseq.g14603.t1,0,5,0,0,10,9,6,10,0,6,4
Pocillopora_acuta_HIv2___RNAseq.g7359.t1,0,0,0,0,0,0,0,0,0,0,7
Pocillopora_acuta_HIv2___TS.g956.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g377.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17316.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9666.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5471.t1,0,0,5,0,1,9,0,4,4,0,3
Pocillopora_acuta_HIv2___RNAseq.g18706.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.21357,106,62,38,29,61,59,96,39,74,92,25
STRG.21356,311,552,242,352,591,320,399,460,290,407,137
STRG.21737,28,22,15,8,0,38,18,28,14,18,17
STRG.21736,71,56,5,11,42,45,67,51,116,37,34
STRG.21735,338,307,37,77,183,209,265,233,547,196,149
STRG.21734,128,114,0,19,55,74,39,46,248,46,90
STRG.21733,407,591,275,270,483,514,298,310,705,293,367
STRG.21732,2198,2543,2244,2429,2637,2617,2460,2554,2321,2423,547
STRG.21731,5,0,0,0,0,0,0,0,0,0,0
STRG.21730,6,8,5,2,9,2,6,6,5,3,13
STRG.21359,935,960,1044,1085,975,987,879,1148,893,888,443
STRG.21739,4161,2666,3907,3364,1745,4470,2307,2777,4958,2503,4129
STRG.21738,55,83,29,0,0,126,0,56,84,3,22
STRG.10405,847,1835,148,296,1110,1003,844,1116,1881,1175,264
STRG.23961,33,22,20,28,19,40,20,25,23,36,0
Pocillopora_acuta_HIv2___RNAseq.g7740.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.10407,983,1050,1027,853,990,860,903,1095,981,860,206
STRG.712,737,1023,589,615,957,808,947,959,761,660,180
STRG.713,614,960,417,320,774,690,862,804,585,894,127
STRG.710,2719,2695,2880,2706,2813,2417,3151,2700,3301,3053,784
STRG.711,647,729,699,848,638,712,651,792,711,631,247
STRG.716,1352,1330,1184,1049,1641,830,1318,1351,1175,1157,580
STRG.717,373,372,479,462,444,503,588,299,338,508,104
STRG.714,427,193,184,194,401,122,373,296,357,218,131
STRG.715,69,47,100,79,63,119,162,59,39,109,30
STRG.10401,9,11,37,25,13,31,13,18,17,37,12
STRG.718,654,625,2306,1581,934,733,877,659,789,780,320
STRG.719,18,22,15,17,3,6,12,2,8,4,12
Pocillopora_acuta_HIv2___TS.g5957.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.5299,16,27,25,22,10,15,11,10,19,12,19
STRG.5298,782,921,624,611,886,717,787,836,819,754,415
STRG.5295,45,21,8,0,22,22,62,40,36,49,31
STRG.5294,5,0,4,5,9,0,0,5,0,18,0
STRG.5297,647,2259,748,707,888,1429,1196,1564,500,1409,245
STRG.10402,19840,41379,739,648,64665,5245,20254,52915,12356,14921,5732
STRG.5291,11,31,3,15,17,13,19,28,20,18,25
STRG.5290,20,4,6,4,8,8,9,4,14,4,12
STRG.5293,11,7,7,24,30,40,22,13,34,3,19
STRG.5292,7,7,6,4,2,0,8,0,10,0,0
STRG.4528,365,405,417,421,366,421,386,461,326,341,158
Pocillopora_acuta_HIv2___RNAseq.g24077.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.4524,566,592,878,801,695,648,579,752,728,632,293
STRG.4525,864,720,551,808,685,643,655,769,686,830,307
STRG.4526,600,826,541,352,860,402,571,485,443,401,181
STRG.4527,82,78,99,103,84,121,100,50,76,102,47
STRG.4520,220,250,397,396,255,170,202,244,187,158,198
STRG.4521,363,473,1641,1201,613,771,643,402,598,669,461
STRG.4522,643,462,481,530,496,580,581,409,413,476,236
STRG.4523,95,197,165,147,125,110,150,130,77,117,61
Pocillopora_acuta_HIv2___RNAseq.g30452.t1,0,0,3,0,0,0,0,0,0,0,0
STRG.18172,47,52,75,96,64,35,78,47,37,49,56
Pocillopora_acuta_HIv2___RNAseq.g12627.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.20464,3,1,5,0,4,4,3,0,6,4,2
STRG.20465,1101,1214,1682,1688,1196,1438,1440,960,1076,1408,345
STRG.20466,988,855,1003,816,857,849,728,917,1115,850,257
STRG.20467,206,265,543,498,266,269,288,261,149,165,167
STRG.20460,271,283,140,203,305,286,411,229,264,329,65
STRG.20461,37,36,27,36,26,24,53,23,27,33,5
STRG.20462,52,68,28,65,58,64,77,36,53,71,13
STRG.20463,191,174,206,202,200,207,184,203,223,226,176
Pocillopora_acuta_HIv2___RNAseq.g29370.t1,0,9,0,0,0,9,6,0,0,8,0
Pocillopora_acuta_HIv2___TS.g3791.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.20468,58,52,89,129,126,80,82,68,53,54,41
STRG.20469,201,244,54,59,213,94,171,192,152,149,118
STRG.5439,419,605,666,585,477,536,695,560,559,705,97
STRG.5438,217,356,233,240,348,224,319,268,263,280,129
STRG.5431,590,732,367,399,624,681,633,648,577,801,119
STRG.5430,1668,1943,2183,2145,1822,1652,1906,1784,1907,1533,1463
STRG.5433,333,364,441,358,530,383,490,449,412,399,88
STRG.5432,278,320,453,367,371,330,308,332,465,257,86
STRG.5435,2911,5864,3961,4253,4278,4515,4917,4112,3698,4204,563
STRG.5434,62,47,13,16,54,15,37,18,24,41,0
STRG.5437,26,11,15,16,0,0,6,37,33,0,17
STRG.5436,289,442,327,258,348,281,272,429,274,327,74
Pocillopora_acuta_HIv2___RNAseq.g19920.t1,0,0,13,6,6,11,6,3,0,0,0
