"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___TS.g12331.t1",617.118234886031,0.586012973905215,0.153854785244146,3.80887063717449,0.000139602967472166,0.0112453721113182,705,507,552,640,639,623,652,653,820,615,414
"Pocillopora_acuta_HIv2___RNAseq.g27341.t1",453.648470651622,-0.557179379949918,0.162268324954337,-3.43369157293459,0.000595421283792779,0.0290717250402786,368,591,587,593,508,567,536,506,378,490,133
"Pocillopora_acuta_HIv2___RNAseq.g10104.t1",51.5687643052655,2.43775982307632,0.609238079713451,4.00132543294551,6.29886565662892e-05,0.00682717889128439,71,41,16,63,20,38,11,40,52,42,92
"Pocillopora_acuta_HIv2___RNAseq.g12847.t1",252.641951152041,0.706390676765286,0.223279549440644,3.16370522304852,0.00155774483142161,0.0489099913705902,335,216,211,177,230,317,237,302,349,297,146
"Pocillopora_acuta_HIv2___RNAseq.g6972.t1",63.306282221891,2.09825171932157,0.622208266466738,3.37226589938554,0.000745524346835797,0.0334790564602921,58,28,54,28,32,91,22,37,101,40,111
"Pocillopora_acuta_HIv2___RNAseq.g12346.t1",677.279932214443,-0.76390892757071,0.167961186059771,-4.54812772814584,5.41252836762621e-06,0.00125803779274243,492,924,926,901,921,782,714,795,492,720,196
"Pocillopora_acuta_HIv2___RNAseq.g13681.t1",3547.15759888376,1.10741805411617,0.214802520938741,5.15551702687879,2.52932056105329e-07,0.000113830422293315,5043,3527,2738,3033,2805,3575,3095,2509,8096,2634,2301
"Pocillopora_acuta_HIv2___RNAseq.g5818.t1",3405.40975735533,2.15803901230017,0.40054348473537,5.3877770942297,7.13344457552118e-08,4.76376030975611e-05,4178,2904,1955,2109,1770,2422,1356,1416,8514,1452,5373
"Pocillopora_acuta_HIv2___RNAseq.g28369.t1",476.732247805792,-0.438684893622958,0.118352615964229,-3.70659228821395,0.000210066709665806,0.0146424276885573,417,668,541,472,621,501,663,483,426,493,194
"Pocillopora_acuta_HIv2___TS.g20378.t1b",942.54626139345,1.06834997382526,0.317557922876205,3.36426804958582,0.000767469647488686,0.0341680788006683,938,709,745,764,950,748,849,872,1282,818,1109
"Pocillopora_acuta_HIv2___RNAseq.g26847.t1",989.798642517038,1.69109543823238,0.429313939905531,3.93906482189816,8.1799829331551e-05,0.00780377910977773,1838,770,716,578,434,1674,575,677,1414,612,1035
"Pocillopora_acuta_HIv2___RNAseq.g19854.t1",1318.08327917791,-5.06032742066356,1.40453930510338,-3.60283788590103,0.00031476184979908,0.0198060784636491,49,47,6067,4350,242,2291,715,65,38,1572,29
"Pocillopora_acuta_HIv2___RNAseq.g16296.t1",40.0866190901384,2.2749330828383,0.657548690307462,3.4597180655543,0.000540741236374123,0.0271051454610583,40,41,6,37,17,20,15,37,72,33,68
"Pocillopora_acuta_HIv2___RNAseq.g23294.t1",219.143134497723,1.25421383606475,0.372333071315676,3.3685265497176,0.000755711183028532,0.0338630582490404,317,166,165,254,206,143,203,110,308,125,265
"Pocillopora_acuta_HIv2___RNAseq.g5006.t1",19.451655793932,7.54691969276134,2.14559101765713,3.51740831810629,0.000435782863185283,0.0240575382230979,0,0,0,46,0,45,0,37,33,0,28
"Pocillopora_acuta_HIv2___TS.g18771.t1",22.0079491875775,-21.207305049797,3.84167489448457,-5.52032788621544,3.38367677455904e-08,2.59440283655264e-05,0,0,124,82,0,29,0,0,0,23,0
"Pocillopora_acuta_HIv2___RNAseq.g29468.t1",14.4292590893721,2.66206719653968,0.767711702999232,3.46753499541525,0.000525255344169385,0.0265215515487674,22,4,4,32,4,16,5,17,9,9,20
"Pocillopora_acuta_HIv2___RNAseq.g11926.t1",507.942400817807,-3.13986977245612,0.97775380368724,-3.21130918705225,0.00132131687306386,0.0443337145967068,76,99,2547,1448,281,504,454,87,96,334,46
"Pocillopora_acuta_HIv2___TS.g4694.t1",29.7280781518633,2.36498767907081,0.750284693555284,3.15212038761464,0.0016208942984513,0.0499949452889735,22,18,22,20,13,15,11,6,38,11,76
"Pocillopora_acuta_HIv2___TS.g8323.t1b",400.735146750497,0.832090294929568,0.203507573898391,4.08874362260847,4.33715883180447e-05,0.00525075217169685,556,333,383,326,331,400,367,425,487,431,315
"Pocillopora_acuta_HIv2___RNAseq.g5926.t1",290.154203099159,1.03465080554207,0.196834776738709,5.25644310769093,1.46868182173567e-07,7.09055110663499e-05,372,240,217,233,310,271,232,267,517,251,239
"Pocillopora_acuta_HIv2___RNAseq.g18215.t1",46.7652636412683,-8.2848554359196,1.90855195523589,-4.34091165985347,1.41892765795923e-05,0.00233132066468826,0,5,231,143,40,48,39,0,0,50,0
"Pocillopora_acuta_HIv2___TS.g11679.t1",949.006442764061,-26.5786999156505,3.83963191004269,-6.92219997602712,4.44682889615135e-12,1.02286946453472e-08,0,6807,0,0,0,2820,0,665,0,1262,0
"Pocillopora_acuta_HIv2___RNAseq.g18683.t1",1267.18669397273,-0.839853568115375,0.153227457939535,-5.48109052652161,4.22712106343739e-08,3.01758138811313e-05,964,1855,1741,1372,2022,1222,1773,1200,1159,1225,330
"Pocillopora_acuta_HIv2___RNAseq.g14481.t1",507.558129673349,-1.07418942720928,0.2330925758009,-4.6084240286006,4.05732569919152e-06,0.000988173607348974,318,631,756,781,572,708,698,525,317,526,107
"Pocillopora_acuta_HIv2___TS.g11492.t1a",400.524212023183,-1.3458201500698,0.376522858253186,-3.57433850447622,0.000351114445855996,0.0211301490061361,296,469,762,514,547,335,698,226,185,601,86
"Pocillopora_acuta_HIv2___TS.g15376.t1",63.9009378487188,1.71961329983117,0.426503391244836,4.03188658081271,5.53308900285758e-05,0.00622532655093248,89,53,56,38,39,49,28,50,109,32,93
"Pocillopora_acuta_HIv2___RNAseq.g5126.t1",311.073241989956,-3.82311416877513,1.19791228324072,-3.19148089744305,0.00141545470540219,0.0459290647511538,30,18,1221,1265,57,535,174,25,29,278,7
"Pocillopora_acuta_HIv2___RNAseq.g17089.t1",813.547676398974,-5.31884960580395,1.18682249603963,-4.48158812590146,7.40896269461272e-06,0.00160409179519622,27,39,4850,1127,91,863,1089,75,33,1462,22
"Pocillopora_acuta_HIv2___RNAseq.g23636.t1",3197.0685718846,-5.17586793221337,1.46783699017575,-3.52618714942838,0.000421588936198111,0.0235596874269266,69,110,15449,11285,937,5714,1182,92,94,2441,84
"Pocillopora_acuta_HIv2___RNAseq.g15232.t1",81.239600224409,1.6276053944389,0.347306764920397,4.68636248652383,2.78103525873568e-06,0.00074770119384865,140,41,81,57,58,87,43,49,172,60,76
"Pocillopora_acuta_HIv2___RNAseq.g17058.t1",1315.52569633172,-0.588664324420049,0.174294952213854,-3.37740317170963,0.000731737106621228,0.0332202227659488,1105,1636,1780,1792,1808,1444,1553,1355,1105,1257,409
"Pocillopora_acuta_HIv2___RNAseq.g15230.t1",1822.34545998681,0.518011494790416,0.115592420073855,4.48136213827381,7.41681364458509e-06,0.00160409179519622,2391,1743,1873,1918,1838,1827,1831,1580,2677,1841,972
"Pocillopora_acuta_HIv2___RNAseq.g12512.t1",46.7284521548513,-8.44668112997974,1.84218338892192,-4.58514672359676,4.53667740513029e-06,0.00108302610473264,0,5,194,113,96,56,62,0,0,36,0
"Pocillopora_acuta_HIv2___TS.g13592.t1c",101.114956369375,2.18905940564845,0.504658034111092,4.33770842369383,1.43975980895709e-05,0.00234692185551415,129,46,57,40,77,88,39,59,147,87,185
"Pocillopora_acuta_HIv2___RNAseq.g17463.t1",3280.82050913836,-1.69821525487366,0.345213512790386,-4.91931860125307,8.68460105205076e-07,0.000309980363757853,1316,5589,4674,4800,2209,5255,4953,5026,1426,2973,447
"Pocillopora_acuta_HIv2___RNAseq.g15227.t1",292.250036557684,-1.7506758632315,0.431422171907026,-4.05791815356392,4.95121127059064e-05,0.00582386225703223,111,667,431,361,270,457,273,508,114,192,51
"Pocillopora_acuta_HIv2___RNAseq.g19578.t1",83.392814095069,-8.90387987965264,2.00336478758801,-4.44446260352445,8.81118320775488e-06,0.00173722966444706,0,1,282,299,117,149,89,0,0,53,0
"Pocillopora_acuta_HIv2___RNAseq.g19278.t1",80.5845753006412,1.3913088121976,0.354525507297173,3.92442513602094,8.69370890023433e-05,0.00815365354321617,95,80,52,63,77,56,58,42,186,40,93
"Pocillopora_acuta_HIv2___TS.g24721.t1",20.7729378211973,2.36641970697705,0.656630946151155,3.60388087227359,0.000313500789124057,0.0197868699281897,23,17,6,16,9,20,8,13,32,9,40
"Pocillopora_acuta_HIv2___RNAseq.g8115.t1",83.5548948361951,1.47771812556676,0.39461032718703,3.74475279473965,0.000180571482248386,0.0134053509435553,107,56,49,68,70,68,72,73,109,50,117
"Pocillopora_acuta_HIv2___RNAseq.g8138.t1",26.6153166956368,1.20269233659502,0.373943361973936,3.21624197377475,0.00129881270071625,0.0441415241253854,36,22,16,18,25,31,19,25,47,27,22
"Pocillopora_acuta_HIv2___TS.g6598.t2",458.658716175463,-0.829032965769238,0.193754833707742,-4.27877307577134,1.87926332778326e-05,0.00275918506466447,300,578,675,471,623,537,604,509,428,544,107
"Pocillopora_acuta_HIv2___RNAseq.g4635.t1",349.456813221758,0.974964266278509,0.23132661646055,4.21466531260477,2.50148869095739e-05,0.0034069617684342,440,295,277,239,338,380,323,308,542,302,313
"Pocillopora_acuta_HIv2___RNAseq.g6573.t1",139.410714650319,-2.26129227933055,0.500528719312441,-4.51780725477013,6.2483321531598e-06,0.00141326108288519,51,150,148,167,272,162,283,69,37,316,15
"Pocillopora_acuta_HIv2___RNAseq.g29761.t1",30.719979907712,2.71685607141307,0.789802668767671,3.43991756276562,0.000581891397903306,0.0286135765306277,108,29,12,6,2,33,9,20,63,12,29
"Pocillopora_acuta_HIv2___RNAseq.g27580.t1",37.3664477742535,-7.5916433964729,2.03831252594307,-3.72447468180104,0.000195722352624051,0.0139685365167382,0,3,169,131,9,86,12,0,0,28,0
"Pocillopora_acuta_HIv2___RNAseq.g17616.t1",844.40056804441,1.48944615651683,0.332575105725284,4.47852569502648,7.51603246710622e-06,0.00160409179519622,1561,937,394,546,489,1009,605,711,1453,588,749
"Pocillopora_acuta_HIv2___RNAseq.g25055.t1",40.1334182270316,1.77854572135782,0.495567636328143,3.58890611690419,0.000332068389599987,0.0203679844805355,69,39,24,6,29,30,25,27,103,16,48
"Pocillopora_acuta_HIv2___RNAseq.g1659.t1",21.7778660104292,-5.25625820970977,1.56940553934611,-3.34920329891264,0.000810443052857989,0.03536920913883,2,5,103,80,9,22,12,8,0,16,0
"Pocillopora_acuta_HIv2___RNAseq.g23320.t1",39.8249216637739,-3.65579523823173,1.12596379677325,-3.24681419483326,0.00116704552686794,0.0423862745565263,14,35,22,16,13,14,335,25,7,17,0
"Pocillopora_acuta_HIv2___TS.g15372.t1",179.981988909733,1.75790527373865,0.330970400543607,5.31136703116459,1.08805944843188e-07,6.37003416795726e-05,317,109,165,128,134,154,67,136,375,105,192
"Pocillopora_acuta_HIv2___RNAseq.g133.t1",14.430933103781,-7.17458306539528,2.13731176287598,-3.35682570508156,0.000788427972546537,0.0348017822764571,0,0,8,6,98,4,47,0,0,19,0
"Pocillopora_acuta_HIv2___RNAseq.g24196.t1",338.794124893129,1.26251073200746,0.383420331027168,3.29275896409886,0.000992094870099627,0.0391206628586714,316,258,160,530,355,377,156,302,578,321,290
"Pocillopora_acuta_HIv2___TS.g17907.t1",581.680159557516,0.703867781621065,0.21231000439747,3.31528315690362,0.000915503384035633,0.0372933363853927,617,587,544,613,586,613,451,568,860,486,438
"Pocillopora_acuta_HIv2___RNAseq.g17261.t1",301.653848467847,1.54734184150375,0.467709243680112,3.30834137321873,0.00093850334359746,0.0377260120760284,261,402,150,211,184,221,208,141,739,150,408
"Pocillopora_acuta_HIv2___RNAseq.g22195.t1",480.201473995164,0.662657589407663,0.17484584948743,3.78995321507647,0.000150675661321244,0.0119056776361541,576,399,510,441,518,469,438,397,803,487,303
"Pocillopora_acuta_HIv2___RNAseq.11847_t",38.5700815825038,1.71517993150284,0.533912199756696,3.21247563229394,0.00131596311424162,0.0442976721805365,38,26,34,38,17,35,18,35,48,28,60
"Pocillopora_acuta_HIv2___TS.g3574.t1",250.207839470285,-4.21012535781813,1.22922077346477,-3.42503596481791,0.000614718040489696,0.0294410967455252,18,19,1274,789,19,386,266,32,21,108,10
"Pocillopora_acuta_HIv2___TS.g9818.t1",23.855303709014,2.12887934312769,0.51796892827179,4.11005221921463,3.95569652834481e-05,0.00487445413867823,36,10,7,24,19,21,15,12,44,16,34
"Pocillopora_acuta_HIv2___RNAseq.g239.t1",276.545795238736,2.71465655573035,0.783510403209264,3.4647358153907,0.000530752587334065,0.0266690292791015,284,233,24,34,94,211,144,174,433,108,664
"Pocillopora_acuta_HIv2___RNAseq.g13180.t1",195.464248050917,-6.58982753027423,1.55335522933285,-4.24231843807194,2.21222495240989e-05,0.0030736564405899,5,4,1021,728,32,243,72,5,3,186,0
"Pocillopora_acuta_HIv2___RNAseq.g4718.t1",362.969389620705,0.859431741422258,0.225975707639945,3.80320411604429,0.000142836570762001,0.0113730872612113,595,353,281,261,318,303,457,321,498,254,300
"Pocillopora_acuta_HIv2___RNAseq.g27433.t1",141.461207737387,2.40375774886537,0.745001809156826,3.22651263301747,0.00125308700136108,0.0433902306405605,108,114,22,35,50,162,91,96,174,84,319
"Pocillopora_acuta_HIv2___RNAseq.g17614.t1",194.599413794748,1.86260156966572,0.457517323970475,4.07110610260939,4.67904297138289e-05,0.00556698549388325,276,153,78,73,94,137,220,92,377,86,317
"Pocillopora_acuta_HIv2___RNAseq.g22839.t1",919.557316667261,-0.692452991130178,0.193955894762032,-3.57015697810969,0.000356767363853037,0.0213462368973572,859,1154,1261,1147,1118,926,1346,932,685,1055,242
"Pocillopora_acuta_HIv2___RNAseq.g7638.t1",437.852704318845,-1.94496004907347,0.548072333645623,-3.54872875289314,0.000387095607345703,0.0221984854938248,139,1071,376,415,261,733,1001,707,175,230,77
"Pocillopora_acuta_HIv2___RNAseq.g5900.t1",1527.69127870969,1.47596706433135,0.453403197934484,3.25530801515128,0.00113269448271923,0.0416673470590948,1125,1155,1391,1797,842,1591,1011,848,3460,851,1777
"Pocillopora_acuta_HIv2___TS.g18650.t1",240.333988592984,1.34915404590614,0.314031436550247,4.29623881203457,1.73720432749116e-05,0.00263338776069963,377,120,288,190,198,149,177,150,495,177,234
"Pocillopora_acuta_HIv2___RNAseq.g14769.t1",4734.62143457241,0.895616484337501,0.278722767928182,3.21328785228005,0.00131224701108395,0.04424452381671,6668,4202,2267,4063,4915,5624,5023,4028,6313,5126,3556
"Pocillopora_acuta_HIv2___RNAseq.g4609.t1",733.852802050794,2.56643008454073,0.315520368366384,8.13396009211226,4.15489377737081e-16,2.53059716337112e-12,1931,522,280,218,308,497,318,327,2065,311,831
"Pocillopora_acuta_HIv2___RNAseq.g8481.t1",65.3405776498692,-8.82217649809292,2.59981702957433,-3.39338361036021,0.000690348881773312,0.0320412677429857,0,0,338,157,64,85,55,0,0,79,0
"Pocillopora_acuta_HIv2___RNAseq.g14965.t1",768.158344185649,-0.842705081462929,0.245668001162685,-3.43025985262476,0.000603003475127934,0.0292350771477716,574,1021,1401,796,768,929,1047,794,636,801,196
"Pocillopora_acuta_HIv2___TS.g791.t1",326.081598974972,2.63279073046869,0.604623985840101,4.35442653967909,1.33415709569291e-05,0.00226557148692536,517,263,126,68,88,393,93,197,672,142,559
"Pocillopora_acuta_HIv2___RNAseq.g22429.t1",203.869728240239,-2.88142572812027,0.842869746575392,-3.41858957428191,0.000629465952599935,0.0300258160154928,13,452,40,239,525,258,229,514,87,95,8
"Pocillopora_acuta_HIv2___RNAseq.g13201.t3",424.033689830816,0.681892281087572,0.174575190655553,3.90600908712731,9.38329845901476e-05,0.00848266570735911,495,403,440,414,398,437,350,369,612,443,301
"Pocillopora_acuta_HIv2___RNAseq.g25063.t1",348.733574678314,-4.68083099288372,1.32172087656938,-3.5414670948023,0.000397908485952298,0.0226304985609464,11,6,1660,1171,47,632,160,20,22,347,9
"Pocillopora_acuta_HIv2___RNAseq.g7501.t2",330.526743550448,0.740723022052513,0.219970887549578,3.36736842908616,0.000758892285750615,0.0339321557226981,484,267,219,283,402,333,327,374,475,325,197
"Pocillopora_acuta_HIv2___RNAseq.g5165.t1",339.1282598802,1.11315447221129,0.242809885900329,4.5844693187996,4.55140909630662e-06,0.00108302610473264,389,222,314,310,327,282,274,263,682,316,289
"Pocillopora_acuta_HIv2___RNAseq.g26965.t1b",58.0897310265491,1.27050746731005,0.332956337388594,3.81583806836282,0.000135721493193103,0.0111055587038878,77,57,38,36,57,52,41,37,104,44,65
"Pocillopora_acuta_HIv2___RNAseq.g28907.t1",111.742952615346,-5.11912665672126,1.54679216724161,-3.30951162356231,0.000934588854183832,0.0376905018413869,16,419,0,4,82,125,700,11,7,40,0
"Pocillopora_acuta_HIv2___TS.g16062.t2",2861.15868079947,-1.99140768315146,0.28612040324536,-6.96003381990114,3.40191061116095e-12,8.80329418403176e-09,985,5248,3042,3501,6061,2715,5258,2632,875,2906,680
"Pocillopora_acuta_HIv2___TS.g28559.t1",29.0948739729068,1.85569327536995,0.564465415011064,3.28752342662762,0.00101072779390116,0.0392767713845386,45,18,6,32,22,18,17,53,74,21,17
"Pocillopora_acuta_HIv2___TS.g16264.t1",284.935562161131,1.04190617895245,0.322926792541509,3.22644699361241,0.00125337445285746,0.0433902306405605,458,289,131,153,317,224,302,275,462,228,246
"Pocillopora_acuta_HIv2___RNAseq.g26420.t1",555.316654498831,0.586448487830435,0.181068552785089,3.2388202082031,0.00120025207701993,0.043044410058035,694,594,465,537,511,583,565,622,656,495,389
"Pocillopora_acuta_HIv2___TS.g28160.t1",1095.25543955284,1.27388489153986,0.346013653040819,3.68160296665978,0.000231772149228295,0.0158354687568454,1417,873,477,612,1167,980,886,1201,1768,1128,1102
"Pocillopora_acuta_HIv2___RNAseq.g5025.t2",722.257395329159,-1.27525938015291,0.3635937463126,-3.50737435141831,0.000452552015821638,0.024684992761373,515,945,659,1135,1221,670,1269,630,439,1019,94
"Pocillopora_acuta_HIv2___RNAseq.g1972.t1",484.375703515556,-4.94630605429315,1.29356806606277,-3.82376945138127,0.000131426815152714,0.0107968171717916,22,23,2536,2033,87,387,317,26,18,230,13
"Pocillopora_acuta_HIv2___TS.g1362.t1",2176.20494099595,-0.892575239967739,0.254718827498815,-3.50415887483579,0.000458051996621491,0.024684992761373,1953,3231,2704,2372,2893,2126,3307,2313,1707,2711,389
"Pocillopora_acuta_HIv2___RNAseq.g540.t1",46.9238550259175,3.12366133889691,0.896710795917787,3.48346574293202,0.000494966462057058,0.0256811922243239,20,8,35,9,16,17,9,21,50,14,153
"Pocillopora_acuta_HIv2___RNAseq.g26040.t1",82.3264570280862,1.53218887470158,0.434565416135728,3.52579569797849,0.000422212541560707,0.0235596874269266,94,64,48,65,73,43,60,54,111,72,128
"Pocillopora_acuta_HIv2___RNAseq.g7025.t1",84.147039426539,1.23710375280408,0.385618299725955,3.20810437078127,0.00133613000183835,0.0446858857803839,130,91,56,94,74,67,49,69,101,51,94
"Pocillopora_acuta_HIv2___RNAseq.g11210.t1",51446.1155928202,-0.703278621544581,0.223094314473317,-3.15238253921839,0.00161943961690912,0.0499949452889735,29386,77788,64052,55140,70151,49027,61155,72814,51380,50653,16227
"Pocillopora_acuta_HIv2___RNAseq.g17887.t1",2012.03756365262,-0.404666214218052,0.117487170836727,-3.44434384908648,0.000572447188293753,0.0282835362578932,1779,2338,2553,2471,2416,2099,2467,2317,1844,2278,669
"Pocillopora_acuta_HIv2___TS.g1704.t1",3124.11604599054,-4.00875378301283,1.09229102796707,-3.67004184816365,0.000242510763255932,0.0161950252287881,168,19363,151,945,8423,4406,538,2141,778,1527,130
"Pocillopora_acuta_HIv2___TS.g17781.t1",728.718690639342,1.02093269887997,0.286169462853555,3.56758086170232,0.000360292212451088,0.0213758272703989,1052,999,467,727,536,550,618,461,1340,628,576
"Pocillopora_acuta_HIv2___RNAseq.g25220.t1",201.170787988569,-1.9239386522001,0.552754329322743,-3.48063968048407,0.000500217923807332,0.0257599787528841,50,404,255,221,76,307,381,405,68,155,39
"Pocillopora_acuta_HIv2___RNAseq.g11258.t1",408.730675044924,-0.904702839294653,0.276925247286449,-3.26695687070684,0.00108710240642506,0.04124119841269,227,362,700,546,633,365,541,436,321,486,128
"Pocillopora_acuta_HIv2___RNAseq.g4697.t1",521.401853919515,1.64558007375452,0.368200445854904,4.46925062769476,7.8494113376637e-06,0.00164139912638701,582,564,317,410,307,468,282,314,1250,308,611
"Pocillopora_acuta_HIv2___RNAseq.g18295.t1",299.466336137615,-0.879697112592439,0.258048078538669,-3.40904345257745,0.000651910949943404,0.030602858244282,171,376,497,337,317,305,423,315,277,413,73
"Pocillopora_acuta_HIv2___RNAseq.g13458.t1",109.358239966355,-1.01196369949962,0.23851886155211,-4.24269884953537,2.20847706394687e-05,0.0030736564405899,64,151,134,163,159,126,136,135,79,111,24
"Pocillopora_acuta_HIv2___TS.g15812.t1c",956.351291863521,3.12835467069672,0.44447785540189,7.03826890963581,1.94642777747799e-12,5.75642112133563e-09,3008,483,261,416,438,119,299,142,2906,134,1347
"Pocillopora_acuta_HIv2___TS.g29595.t1",1315.4278135941,-0.454362575167323,0.130140393511577,-3.49132627393588,0.000480628920735269,0.0255005988043862,1166,1662,1537,1296,1698,1447,1855,1574,1228,1290,454
"Pocillopora_acuta_HIv2___RNAseq.g24551.t1",477.480631604115,-5.24796100040735,1.29627087716853,-4.04850644478766,5.15455150614259e-05,0.0059283069600091,9,20,2355,1838,66,532,565,27,26,182,10
"Pocillopora_acuta_HIv2___RNAseq.g29042.t1",336.264815018183,-4.76126325684457,1.0809066342008,-4.40487929872404,1.05842794358577e-05,0.00192206800772917,18,40,1505,1230,107,470,218,64,18,278,6
"Pocillopora_acuta_HIv2___RNAseq.g25434.t1",278.400967032887,0.914179623513858,0.234017887102762,3.90645191626921,9.36612706955859e-05,0.00848266570735911,494,253,282,186,341,148,247,143,489,252,216
"Pocillopora_acuta_HIv2___TS.g23498.t1",3028.62680087382,-3.39346780861972,0.925076130528087,-3.66831193307575,0.000244157191561243,0.0162004557041694,495,532,14940,7328,1417,3493,3270,750,608,2884,125
"Pocillopora_acuta_HIv2___RNAseq.g10115.t1",43.6539570193857,2.55899372725224,0.59573299671043,4.29553800340541,1.74270178347913e-05,0.00263338776069963,200,13,17,24,19,26,28,48,64,26,20
"Pocillopora_acuta_HIv2___RNAseq.g4251.t1",1097.79242275485,-5.02002773363553,1.20310366341082,-4.17256458134594,3.01190189645913e-05,0.0039714900038533,32,52,5892,3245,303,1196,977,48,64,1130,29
"Pocillopora_acuta_HIv2___RNAseq.g13295.t3",193.550881281554,1.43318032029434,0.329752449839462,4.34623100144389,1.384967135062e-05,0.00233102354715882,347,105,147,111,153,227,182,113,467,156,129
"Pocillopora_acuta_HIv2___RNAseq.g22816.t1",20161.7566898371,0.970239436844011,0.225266162623227,4.30708023586659,1.65423617392822e-05,0.00259439373277742,23773,20227,14995,18558,20496,17050,18198,17048,37366,12880,17500
"Pocillopora_acuta_HIv2___RNAseq.g26227.t1",120.469437269025,-1.24541551512793,0.328576302184012,-3.79033882495414,0.000150441926609576,0.0119056776361541,75,141,200,115,190,142,178,170,93,110,16
"Pocillopora_acuta_HIv2___RNAseq.g833.t1",525.458098530988,0.697734325147763,0.194199608729516,3.59287194095008,0.000327053339680023,0.0203679844805355,738,423,451,440,464,553,620,470,708,624,336
"Pocillopora_acuta_HIv2___RNAseq.g9412.t1",89.6531912392062,1.14801621270675,0.339480035809406,3.38168991283857,0.000720414160572016,0.032778052642114,148,100,85,71,39,63,91,58,197,73,63
"Pocillopora_acuta_HIv2___TS.g5389.t1",80.8480610833588,-2.10403818052868,0.400316924635694,-5.25593111618614,1.4727741164395e-07,7.09055110663499e-05,34,103,148,101,130,67,191,50,38,102,8
"Pocillopora_acuta_HIv2___RNAseq.g17771.t1",151.208985078367,1.6199395507368,0.506136347849383,3.20059912239077,0.00137142189144807,0.0452945891373837,249,135,91,58,118,248,41,141,302,129,121
"Pocillopora_acuta_HIv2___TS.g13969.t1",746.414553680153,-0.809538155926343,0.25647543039401,-3.15639651986426,0.00159731553462044,0.0495766509710828,489,550,1022,1155,1011,886,787,1120,470,1026,168
"Pocillopora_acuta_HIv2___RNAseq.g22876.t1",579.248214497035,-5.5043966858344,1.47821959146033,-3.72366644146329,0.000196350310422704,0.0139685365167382,10,14,2371,1997,157,1042,442,9,15,739,10
"Pocillopora_acuta_HIv2___RNAseq.179_t",174.436894344224,-5.34847213632825,1.35605419349274,-3.94414335503243,8.00857422596858e-05,0.00773656122619715,8,5,981,578,62,152,103,28,12,134,0
"Pocillopora_acuta_HIv2___RNAseq.g10306.t1",744.393194709797,-4.35746527603219,1.18869256625305,-3.6657630406217,0.00024660218946094,0.0163104106269022,29,60,3489,2208,121,1191,711,30,58,828,30
"Pocillopora_acuta_HIv2___RNAseq.g8580.t1",294.375645469593,2.53128949607358,0.515437837418271,4.91095009390915,9.06361559675165e-07,0.000318025373023649,730,249,105,48,83,243,135,144,935,169,283
"Pocillopora_acuta_HIv2___RNAseq.g8582.t1",563.385869397419,2.22571018513463,0.574726454852711,3.8726426569402,0.000107661621274341,0.00940426533173592,1461,477,130,94,321,468,255,575,1597,516,344
"Pocillopora_acuta_HIv2___RNAseq.g13797.t1",253.313607250644,-0.915852401434821,0.243298802726715,-3.76431117280734,0.000167008811956955,0.0128528491640627,173,337,423,297,305,339,249,320,163,273,66
"Pocillopora_acuta_HIv2___TS.g16837.t2",1137.65230181629,1.13262646820503,0.15786258333432,7.17476202582066,7.2433068438258e-13,2.49918230468136e-09,1715,962,867,956,1091,1137,832,873,2208,1072,800
"Pocillopora_acuta_HIv2___RNAseq.g5348.t1b",65.5832503711386,1.60129403831542,0.474638280506427,3.37371447706846,0.000741612476542982,0.0334484999768907,123,54,22,36,50,48,55,36,91,96,73
"Pocillopora_acuta_HIv2___RNAseq.g8894.t1",304.506607490385,1.23622809148655,0.325014357923324,3.80361070626361,0.000142602220721407,0.0113730872612113,552,368,179,237,154,337,240,282,416,271,250
"Pocillopora_acuta_HIv2___RNAseq.g8980.t1",18.1313986289458,-7.33103976237996,1.97856680158234,-3.70522731732739,0.00021120123491595,0.0146721072658725,0,32,22,0,40,17,75,38,0,0,0
"Pocillopora_acuta_HIv2___TS.g18657.t1b",29.6077794195483,-7.5803480212591,2.27556036364052,-3.33120058794301,0.000864722677780909,0.036533650766164,0,0,175,78,7,52,9,0,0,28,0
"Pocillopora_acuta_HIv2___RNAseq.g3906.t2",14.0240379587437,1.9672924168843,0.567189177105499,3.46849428073339,0.000523383667110015,0.0265215515487674,26,7,12,14,7,12,7,4,29,11,16
"Pocillopora_acuta_HIv2___TS.g11273.t1",7391.76365831929,-3.14858276128867,0.988409321583786,-3.18550492446136,0.00144501644580169,0.0464514448151966,1118,1239,33968,20109,2364,10260,6304,975,1350,8684,487
"Pocillopora_acuta_HIv2___RNAseq.g16272.t1",652.078093494517,-1.22434273104386,0.286001379769099,-4.28089798738845,1.86140675807953e-05,0.00275248876469732,369,726,1314,727,684,906,966,590,387,796,155
"Pocillopora_acuta_HIv2___RNAseq.g26611.t1",401.752431596646,1.03243532248857,0.325643224917256,3.17044926314958,0.0015220341060382,0.0481868400769815,638,277,248,243,448,419,280,605,605,470,235
"Pocillopora_acuta_HIv2___RNAseq.g12760.t1",60.7142856615028,2.56662907146203,0.54613807854795,4.69959735875967,2.60674927295678e-06,0.000738330881141989,188,43,12,26,28,84,19,44,95,40,58
